module,policy,group_key,group_value,game_count,village_win_rate,wolf_win_rate,mean_actor_payoff
witch,reference,leave_one_seed,828,950,0.2831578947368421,0.716842105263158,-0.21426315789473685
witch,aggressive_full,leave_one_seed,828,950,0.36105263157894735,0.6389473684210526,-0.034526315789473704
witch,reference,leave_one_seed,829,950,0.2873684210526316,0.7126315789473684,-0.20868421052631583
witch,aggressive_full,leave_one_seed,829,950,0.3547368421052632,0.6452631578947369,-0.052684210526315806
witch,reference,leave_one_seed,830,950,0.28210526315789475,0.7178947368421053,-0.21684210526315792
witch,aggressive_full,leave_one_seed,830,950,0.3547368421052632,0.6452631578947369,-0.04942105263157896
witch,reference,leave_one_seed,831,950,0.2810526315789474,0.7189473684210527,-0.2220526315789474
witch,aggressive_full,leave_one_seed,831,950,0.3526315789473684,0.6473684210526316,-0.055631578947368435
witch,reference,leave_one_seed,832,950,0.28842105263157897,0.7115789473684211,-0.20510526315789476
witch,aggressive_full,leave_one_seed,832,950,0.36,0.64,-0.03589473684210528
witch,reference,leave_one_seed,833,950,0.2873684210526316,0.7126315789473684,-0.20726315789473687
witch,aggressive_full,leave_one_seed,833,950,0.3547368421052632,0.6452631578947369,-0.05147368421052634
witch,reference,leave_one_seed,834,950,0.27789473684210525,0.7221052631578947,-0.22715789473684211
witch,aggressive_full,leave_one_seed,834,950,0.3505263157894737,0.6494736842105263,-0.06273684210526317
witch,reference,leave_one_seed,835,950,0.2863157894736842,0.7136842105263158,-0.21026315789473687
witch,aggressive_full,leave_one_seed,835,950,0.3568421052631579,0.6431578947368422,-0.04715789473684213
witch,reference,leave_one_seed,836,950,0.28526315789473683,0.7147368421052631,-0.21310526315789474
witch,aggressive_full,leave_one_seed,836,950,0.35368421052631577,0.6463157894736842,-0.05210526315789476
witch,reference,leave_one_seed,837,950,0.2905263157894737,0.7094736842105264,-0.2008947368421053
witch,aggressive_full,leave_one_seed,837,950,0.35368421052631577,0.6463157894736842,-0.05089473684210528
witch,reference,leave_one_seed,838,950,0.2831578947368421,0.716842105263158,-0.2155263157894737
witch,aggressive_full,leave_one_seed,838,950,0.36,0.64,-0.03573684210526318
witch,reference,leave_one_seed,839,950,0.2926315789473684,0.7073684210526315,-0.19636842105263158
witch,aggressive_full,leave_one_seed,839,950,0.35789473684210527,0.6421052631578947,-0.044789473684210546
